w1a,w1b,w1c,w1d,w1e,w1f,w1g,w1h,w1i,w1j,w1k,w1l,w1m,w1n,w1o,w1p,w1q,w1r,w1s,w1t,w1u,w1v,w1w,w1x,w1y,w1z,w1aa,w1ab,w2a,w2b,w2c,w2d,w2e,w2f,w2g,w2h,w2i,w2j,w2k,w2l,w2m,w2n,w2o,w2p,w2q,w2r,w2s,w2t,w2u,w2v,w2w,w2x,w2y,w2z,w2aa,w2ab,class
5,1,0,2,3.48,0,0,0,0.5,5,0.4,56,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,1,0,2,4.68,0,0,0,0.5,5,0.4,62,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,1,0,2,3.76,0,0,1,0.5,4,0.5,91,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,2,5.38,0,0,0,1,3,0.333333333,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
3,1,0,1,4.42,0,0,0,1,3,0.333333333,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,3,4.49,0,0,0,0.666666667,3.5,0.428571429,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
5,1,0,2,3.92,0,0,0,0.5,5,0.4,79,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,1,3.99,1,0,0,1,4,0.25,0,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,1,0,2,4.84,0,0,0,0.5,4,0.5,48,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,3,4.58,0,0,0,0.666666667,3.5,0.428571429,93,5,-2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2
5,1,0,2,4.71,0,0,0,0.5,5,0.4,67,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,4.13,0,0,0,1,5,0.2,69,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,1,0,2,4.55,0,0,0,0.5,4,0.5,55,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,1,5.22,0,0,0,1,3,0.333333333,23,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4,1,0,2,6.3,0,0,0,0.5,4,0.5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,2,4.94,0,0,0,1,2.5,0.4,0,6,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2
3,1,0,1,3.73,0,0,0,1,3,0.333333333,22,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,2,4.13,0,0,0,0.5,5,0.4,0,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5,1,0,1,4.81,0,0,0,1,5,0.2,0,4,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,1,4.73,0,1,0,1,4,0.25,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2,0,2,3.64,0,0,0,1,2.5,0.4,83,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,0,2,4.11,0,0,1,1,3.5,0.285714286,88,4,-3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4,1,0,2,4.84,0,0,0,0.5,4,0.5,48,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,4.13,0,0,0,1,4,0.25,29,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,2,0,3,4.58,0,0,0,0.666666667,3.5,0.428571429,93,5,-2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,1,0,2,4.84,0,0,0,0.5,5,0.4,49,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,4.42,0,0,0,1,3,0.333333333,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,4.7,0,0,0,1,4,0.25,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
4,1,0,1,5.78,0,0,0,1,4,0.25,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,3.84,0,0,0,1,5,0.2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,1,0,1,3.69,0,0,0,1,3,0.333333333,13,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,4.36,0,0,0,1,3,0.333333333,22,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4,1,0,1,2.96,0,0,0,1,4,0.25,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,2,4.7,0,1,0,1,3.5,0.285714286,0,6,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
4,1,0,1,4.85,0,0,0,1,4,0.25,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,2,0,3,3.76,0,0,0,0.666666667,3,0.5,82,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
7,2,0,3,4.11,0,1,0,0.666666667,3.5,0.428571429,95,5,-2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,4.61,0,0,0,1,4,0.25,81,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,1,0,1,4.36,0,0,0,1,3,0.333333333,22,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,2,4.8,0,0,0,0.5,5,0.4,85,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
8,3,0,4,3.86,0,0,1,0.75,2.666666667,0.5,96,9,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,4,1,0,1,4.85,0,0,0,1,4,0.25,30,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,1,0,1,3.69,0,0,0,1,3,0.333333333,13,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,4.61,0,0,0,1,3,0.333333333,12,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,2,0,3,3.3,0,0,1,0.666666667,3.5,0.428571429,0,4,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,1,4.16,0,1,0,1,5,0.2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4,1,0,1,4.25,0,1,0,1,4,0.25,0,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,1,4.66,0,0,0,1,4,0.25,30,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
4,1,0,1,4.4,0,0,0,1,4,0.25,39,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1,3.9,0,0,0,1,5,0.2,0,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
3,1,0,1,3.58,0,0,0,1,3,0.333333333,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,4.93,0,0,0,1,3,0.333333333,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2,0,2,4.38,0,0,0,1,3,0.333333333,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,2,0,3,4.17,0,0,0,0.666666667,3.5,0.428571429,0,6,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
6,2,0,2,3.95,0,0,0,1,3,0.333333333,0,5,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,2,3.46,0,0,0,0.5,5,0.4,77,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
4,1,0,1,3.31,0,0,0,1,4,0.25,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,3.98,0,0,0,1,2,0.5,0,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6,2,0,2,4.81,1,0,0,1,3,0.333333333,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,1,6.02,0,0,0,1,3,0.333333333,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,3.76,0,0,0,1,3,0.333333333,12,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,1,3.58,0,1,0,1,4,0.25,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0,3,5.44,0,0,0,0.333333333,4,0.75,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,1,3.78,0,0,0,1,5,0.2,0,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
4,1,0,1,4.01,0,0,0,1,4,0.25,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,3.38,0,0,0,0.5,5,0.4,0,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7,3,0,3,4.53,0,0,0,1,2.333333333,0.428571429,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,3,0,3,3.68,0,0,0,1,2.333333333,0.428571429,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5,1,0,2,4.71,1,0,0,0.5,5,0.4,0,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,3.61,0,0,0,1,4,0.25,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,2,1,2,3.49,0,0,0,1,3.5,0.285714286,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,4.92,0,0,0,1,4,0.25,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4,1,0,2,3.83,0,0,0,0.5,4,0.5,63,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,2,0,2,5.38,0,0,0,1,3,0.333333333,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
4,1,0,1,4.91,0,0,0,1,4,0.25,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,4.08,0,0,0,1,4,0.25,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
6,1,0,2,5.57,1,0,0,0.5,6,0.333333333,0,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,5.51,0,0,0,0.5,4,0.5,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6,2,0,3,3.99,0,0,0,0.666666667,3,0.5,0,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,2.83,0,0,0,1,3,0.333333333,18,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,5.1,0,0,0,1,3,0.333333333,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,5.11,0,0,0,1,4,0.25,27,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
6,2,0,3,3.76,0,0,0,0.666666667,3,0.5,82,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,1,3,3.62,0,0,0,0.666666667,4,0.375,0,6,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,1,0,1,5.5,0,0,0,1,3,0.333333333,11,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,2,5.27,0,0,0,1,2,0.5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
4,1,0,1,4.34,0,0,0,1,4,0.25,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,1,4.11,0,0,0,1,5,0.2,0,4,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
3,1,0,1,3.62,0,0,0,1,3,0.333333333,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,3.6,0,0,0,1,3,0.333333333,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0,2,4.06,0,0,0,0.5,4,0.5,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,2,0,2,3.87,0,1,0,1,3.5,0.285714286,0,5,-2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
9,3,0,4,3.74,0,0,1,0.75,3,0.444444444,0,10,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,5,2,0,2,4.5,0,1,0,1,2.5,0.4,86,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
7,2,0,2,5.6,0,0,0,1,3.5,0.285714286,0,6,-1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,1,0,2,3.43,0,0,0,0.5,4,0.5,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6,2,0,2,4.03,0,0,0,1,3,0.333333333,0,5,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,1,4.21,0,1,0,1,4,0.25,0,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,0,2,3.76,0,0,1,0.5,4,0.5,91,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,1,3,2.63,0,0,0,0.666666667,4,0.375,0,8,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2
3,1,0,1,5.02,0,0,0,1,3,0.333333333,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,4.12,0,0,0,1,3,0.333333333,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7,2,0,3,3.88,0,0,0,0.666666667,3.5,0.428571429,0,6,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,2,4.18,0,0,0,0.5,4,0.5,78,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
5,1,0,2,4.63,0,0,0,0.5,5,0.4,74,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,4.47,0,0,0,0.5,4,0.5,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
4,1,0,2,3.43,0,0,0,0.5,4,0.5,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,3,1,3,4.53,0,0,0,1,3.666666667,0.272727273,0,10,-1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2
6,2,0,2,5.82,0,0,0,1,3,0.333333333,0,5,-1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5,1,0,1,4.67,0,0,0,1,5,0.2,0,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0,2,4.92,0,1,0,0.5,4,0.5,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,3,3.3,0,0,1,0.666666667,3.5,0.428571429,0,4,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
5,1,0,2,4.95,0,0,0,0.5,5,0.4,0,3,-2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,2,0,3,4.4,1,0,0,0.666666667,3,0.5,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
3,1,0,1,5.27,0,0,0,1,3,0.333333333,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,3,5.88,0,0,0,0.666666667,2.5,0.6,0,4,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
4,1,0,1,4.89,0,0,0,1,4,0.25,29,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,3,3.3,0,0,1,0.666666667,3.5,0.428571429,0,4,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
3,1,0,1,4.73,0,0,0,1,3,0.333333333,73,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,5.42,0,0,0,1,3,0.333333333,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
5,1,0,2,5.7,0,0,0,0.5,5,0.4,47,3,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,2,4.55,0,0,0,0.5,4,0.5,55,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
7,2,0,2,4.11,0,0,1,1,3.5,0.285714286,88,4,-3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,1,4.55,0,0,0,1,4,0.25,44,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,1,5.14,0,0,0,1,3,0.333333333,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,5.06,0,0,0,0.5,5,0.4,85,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
6,2,0,3,3.76,0,0,0,0.666666667,3,0.5,82,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,0,3,2.52,0,0,0,0.666666667,3,0.5,0,6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2
6,2,1,3,4.09,0,0,0,0.666666667,3,0.5,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,1,0,1,5.24,0,0,0,1,4,0.25,69,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6,2,0,2,4.81,1,0,0,1,3,0.333333333,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,1,0,1,3.69,0,0,0,1,5,0.2,0,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4,1,0,2,3.19,0,0,0,0.5,4,0.5,80,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1,0,2,6.3,0,0,0,0.5,4,0.5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,2,0,3,4.4,1,0,0,0.666666667,3,0.5,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,5.14,0,0,0,1,3,0.333333333,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0,2,4.84,0,0,0,0.5,4,0.5,48,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,4.22,0,0,0,1,3,0.333333333,0,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6,2,0,3,4.5,0,0,0,0.666666667,3,0.5,0,5,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,2,0,2,3.87,0,1,0,1,3.5,0.285714286,0,5,-2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
4,1,0,1,3.57,0,0,0,1,4,0.25,31,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,1,4,3.8,0,0,0,0.5,4,0.5,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
4,1,0,2,4,0,0,0,0.5,4,0.5,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,4.52,0,0,0,1,3,0.333333333,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,1,0,2,5.49,0,0,0,0.5,5,0.4,0,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,4.12,0,0,0,1,3,0.333333333,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
6,3,0,3,3.55,0,0,0,1,2,0.5,0,8,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,2,5.15,0,0,0,0.5,5,0.4,0,3,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,2,4.59,0,0,0,0.5,3,0.666666667,80,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,1,0,2,5.19,1,0,0,0.5,5,0.4,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
5,2,0,2,4.85,0,0,0,1,2.5,0.4,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,0,3,3.83,0,0,0,0.666666667,4,0.375,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
8,2,0,3,5.07,0,0,0,0.666666667,4,0.375,0,8,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,6,2,0,2,3.32,0,0,0,1,3,0.333333333,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4,1,0,1,4.33,0,0,0,1,4,0.25,0,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,2,3.63,0,0,0,0.5,4,0.5,76,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
7,2,0,3,3.71,0,0,1,0.666666667,3.5,0.428571429,87,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,4.48,0,0,0,1,5,0.2,41,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,0,1,4.7,0,0,0,1,5,0.2,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,3.96,0,0,0,1,5,0.2,0,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,2,0,3,2.67,0,0,0,0.666666667,2.5,0.6,0,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,2,3.86,0,0,0,0.5,5,0.4,53,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8,3,0,4,4.59,0,0,0,0.75,2.666666667,0.5,0,7,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,4.16,0,0,0,1,3,0.333333333,3,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,1,0,1,4.86,0,0,0,1,3,0.333333333,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,5.57,1,0,0,0.5,6,0.333333333,0,4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,1,0,1,4.89,0,0,0,1,4,0.25,29,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,2,3.63,0,0,0,0.5,4,0.5,76,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
4,1,0,1,4.85,0,0,0,1,4,0.25,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,1,4.93,0,0,0,1,4,0.25,38,3,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5,1,0,2,5.01,0,0,0,0.5,5,0.4,53,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,1,0,2,5.06,0,0,0,0.5,5,0.4,85,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
7,2,1,3,3.43,0,0,0,0.666666667,3.5,0.428571429,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,1,4.09,0,0,0,1,3,0.333333333,15,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,1,0,1,5.15,0,0,0,1,3,0.333333333,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,1,3.4,0,0,0,1,4,0.25,40,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
5,1,0,1,5.25,0,0,0,1,5,0.2,0,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,5.08,0,0,0,1,4,0.25,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,1,0,2,5.2,0,1,0,0.5,5,0.4,0,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,4.73,0,0,0,0.5,4,0.5,46,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,2,1,3,2.49,0,0,0,0.666666667,5,0.3,0,10,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,5,1,0,2,4.93,0,0,0,0.5,5,0.4,0,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,1,0,1,4.07,0,0,0,1,3,0.333333333,15,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,2,4.14,0,0,0,1,3.5,0.285714286,0,6,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
6,1,0,1,3.38,0,0,0,1,6,0.166666667,0,4,-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,3,4.11,0,0,0,0.666666667,3,0.5,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4,1,0,2,4.5,0,0,0,0.5,4,0.5,91,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,3,3.76,0,0,0,0.666666667,3,0.5,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2
6,2,0,2,3.52,0,0,0,1,3,0.333333333,0,5,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,2,3.56,0,0,0,0.5,4,0.5,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
6,2,0,2,3.32,0,0,0,1,3,0.333333333,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,3.83,0,0,0,1,3,0.333333333,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,0,2,3.91,0,0,0,0.5,5,0.4,74,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,4.52,0,0,0,0.5,5,0.4,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0,2,3.66,0,0,0,0.5,4,0.5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3.74,0,0,0,1,3,0.333333333,22,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8,2,1,4,3.8,0,0,0,0.5,4,0.5,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,2,4.12,0,0,0,1,3,0.333333333,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
4,1,0,1,4.85,0,0,0,1,4,0.25,42,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,2,3.87,0,1,0,1,3.5,0.285714286,0,5,-2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
4,1,0,1,4.71,0,0,0,1,4,0.25,32,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,1,4.31,0,0,0,1,5,0.2,0,4,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
8,3,0,4,4.59,0,0,0,0.75,2.666666667,0.5,0,7,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,1,4.85,0,0,0,1,4,0.25,25,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,1,0,1,4.81,0,0,0,1,5,0.2,0,4,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,0,2,5.27,0,0,0,1,2,0.5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,1,0,2,4.02,1,0,0,0.5,5,0.4,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,1,0,1,3.7,0,0,0,1,5,0.2,0,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2,1,3,4.09,0,0,0,0.666666667,3,0.5,0,7,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,1,0,1,4.1,0,0,0,1,3,0.333333333,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7,3,0,3,3.9,0,0,0,1,2.333333333,0.428571429,0,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,0,1,4.85,0,0,0,1,4,0.25,42,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,1,0,1,4.73,0,0,0,1,3,0.333333333,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3.8,0,0,0,1,3,0.333333333,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,1,0,2,4.66,0,0,0,0.5,4,0.5,55,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,0,2,5.3,0,0,0,1,2,0.5,58,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
